sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
IWRIS-G-3,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Dadra and Nagar Haveli,Dadra and Nagar Haveli,groundwater,20.2666,73.0166,1/30/2020,0.004,0.0005,0.001,0.002,0.002,0.03,0.003,0.2,0.03,FALSE,Extracted from India-WRIS portal,6.8,2.1,12.5,4.3,cropland,2100,Calcic Vertisols,610,42
STUDY-43-S01,Kankal_etal_2012_Mithi,https://doi.org/10.1016/j.proenv.2012.01.042,India,Maharashtra,Mumbai Suburban,river,19.1,72.85,4/15/2011,0.08,0.007,0.09,0.01,0.08,0.9,0.35,7.5,1.8,FALSE,Extracted from academic paper,0.2,0.1,1.5,0.3,urban,2450,Calcaric Fluvisols,23500,12
STUDY-44-S01,Khatri_etal_2010_Luni,https://doi.org/10.1007/s10661-009-1069-5,India,Rajasthan,Pali,river,25.8,73.3,7/20/2009,0.055,0.005,0.06,0.008,0.05,0.6,0.15,5.1,1.1,FALSE,Extracted from academic paper,2.8,3.9,7.8,2.5,industrial,450,Calcaric Arenosols,480,224
STUDY-45-S01,Pande_etal_2021_Ramganga,https://doi.org/10.1007/s11356-020-10903-8,India,Uttar Pradesh,Moradabad,river,28.83,78.77,2/10/2020,0.035,0.004,0.028,0.012,0.03,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,1.5,2.1,4.9,1.3,urban,980,Calcaric Fluvisols,1500,192
STUDY-46-S01,Seth_etal_2016_Barakar,https://doi.org/10.1007/s13201-014-0258-0,India,Jharkhand,Dhanbad,river,23.8,86.4,5/25/2015,0.04,0.004,0.03,0.009,0.035,0.35,0.09,3.1,0.7,FALSE,Extracted from academic paper,3.1,4.8,8.2,3.9,mining,1300,Haplic Acrisols,1100,221
STUDY-47-S01,Sharma_etal_2020_Kosi,https://doi.org/10.1007/s10661-020-08343-z,India,Bihar,Supaul,river,26.4,86.8,4/18/2019,0.004,0.0005,0.002,0.018,0.003,0.03,0.004,0.4,0.06,FALSE,Extracted from academic paper,25.8,1.5,40.1,11.2,cropland,1350,Calcaric Fluvisols,850,55
STUDY-48-S01,Kumar_etal_2020_Vaigai,https://doi.org/10.1007/s13201-019-1077-4,India,Tamil Nadu,Madurai,river,9.92,78.12,1/20/2019,0.015,0.002,0.01,0.005,0.012,0.14,0.03,1.2,0.22,FALSE,Extracted from academic paper,4.2,2.5,9.8,2.1,urban,900,Chromic Luvisols,1460,158
STUDY-49-S01,Bora_etal_2016_Dikhow,https://doi.org/10.1007/s13201-015-0323-1,India,Assam,Sivasagar,river,26.9,94.6,3/10/2015,0.003,0.0005,0.001,0.012,0.002,0.02,0.003,0.3,0.04,FALSE,Extracted from academic paper,18.5,1.2,28.3,9.1,cropland,2000,Gleyic Acrisols,420,98
STUDY-50-S01,Hussain_etal_2019_Ravi,https://doi.org/10.1016/j.chemosphere.2018.11.135,India,Punjab,Pathankot,river,32.26,75.65,8/5/2018,0.008,0.001,0.004,0.003,0.005,0.06,0.01,0.5,0.08,FALSE,Extracted from academic paper,16.9,3.1,25.4,7.8,cropland,1200,Haplic Luvisols,650,336
CPCB-GW-2018-24,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Andaman and Nicobar,South Andaman,groundwater,11.6234,92.7265,1/1/2018,0.001,0.0005,0.0005,0.001,0.001,0.009,0.001,0.08,0.01,FALSE,Extracted from CPCB 2018 GW Report,12.1,0.8,20.5,8.1,forest,3100,Haplic Ferralsols,250,56
CPCB-GW-2018-25,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Puducherry,Puducherry,groundwater,11.9416,79.8083,1/1/2018,0.004,0.0005,0.002,0.001,0.002,0.03,0.003,0.2,0.03,FALSE,Extracted from CPCB 2018 GW Report,5.5,1.1,9.8,2.2,urban,1350,Gleyic Solonchaks,3500,2
CPCB-GW-2018-26,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Lakshadweep,Kavaratti,groundwater,10.5667,72.6417,1/1/2018,0.0005,0.0005,0.0005,0.0005,0.0005,0.005,0.001,0.05,0.005,FALSE,Extracted from CPCB 2018 GW Report,2.5,0.2,3.1,1.5,urban,1600,Calcaric Regosols,12150,1
CPCB-GW-2018-27,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Daman and Diu,Daman,groundwater,20.4283,72.8397,1/1/2018,0.006,0.001,0.003,0.002,0.004,0.05,0.005,0.3,0.04,FALSE,Extracted from CPCB 2018 GW Report,1.8,1.5,4.9,2.1,industrial,2000,Calcic Vertisols,1150,5
STUDY-51-S01,Singha_etal_2017_Ganga_GW_WB,https://doi.org/10.1007/s12665-016-5696-x,India,West Bengal,Nadia,groundwater,23.4,88.5,4/20/2016,0.003,0.0005,0.002,0.065,0.003,0.04,0.004,1.1,0.35,FALSE,Extracted from academic paper,15.2,0.8,22.1,7.5,cropland,1500,Calcaric Fluvisols,1250,14
STUDY-52-S01,Proshad_etal_2020_Bhairab,https://doi.org/10.1007/s10661-020-08240-5,India,West Bengal,North 24 Parganas,river,22.8,88.9,10/15/2019,0.011,0.001,0.008,0.01,0.009,0.1,0.02,0.9,0.18,FALSE,Extracted from academic paper,12.1,0.6,19.8,6.1,cropland,1700,Gleyic Fluvisols,1100,5
STUDY-53-S01,Sharma_etal_2021_Ganga_Haridwar,https://doi.org/10.1007/s11356-021-13781-4,India,Uttarakhand,Haridwar,groundwater,29.96,78.16,9/1/2020,0.005,0.001,0.003,0.004,0.004,0.05,0.007,0.4,0.07,FALSE,Extracted from academic paper,8.8,0.5,17.9,2.8,urban,1350,Eutric Cambisols,880,295
STUDY-54-S01,Kumar_etal_2021_Kshipra,https://doi.org/10.1007/s13201-021-01431-7,India,Madhya Pradesh,Ujjain,river,23.18,75.78,11/28/2020,0.012,0.001,0.007,0.005,0.009,0.11,0.018,0.9,0.15,FALSE,Extracted from academic paper,6.5,2.9,10.2,3.1,urban,900,Chromic Vertisols,950,492
STUDY-55-S01,Singh_etal_2021_Rapti_GW,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Gorakhpur,groundwater,26.75,83.36,6/10/2020,0.004,0.0005,0.002,0.025,0.003,0.03,0.004,0.5,0.08,FALSE,Extracted from academic paper,14.8,0.8,25.3,5.5,cropland,1250,Calcaric Fluvisols,1350,76
STUDY-56-S01,Dutta_etal_2018_Torsa,https://doi.org/10.1007/s12517-017-3171-8,India,West Bengal,Cooch Behar,river,26.32,89.45,3/20/2017,0.002,0.0005,0.001,0.009,0.002,0.02,0.002,0.2,0.03,FALSE,Extracted from academic paper,28.1,2.1,45.7,15.2,cropland,3000,Dystric Fluvisols,750,42
STUDY-57-S01,Rather_etal_2021_DalLake,https://doi.org/10.1007/s11356-021-13781-4,India,Jammu and Kashmir,Srinagar,lake,34.1,74.83,7/15/2020,0.007,0.001,0.004,0.003,0.005,0.06,0.012,0.4,0.06,FALSE,Extracted from academic paper,5.8,2.1,9.9,0.9,urban,700,Calcaric Fluvisols,1320,1586
STUDY-58-S01,Meitei_etal_2021_Nambul,https://doi.org/10.1007/s11356-021-14167-y,India,Manipur,Imphal West,river,24.8,93.9,1/25/2020,0.015,0.002,0.01,0.005,0.012,0.13,0.025,1.2,0.2,FALSE,Extracted from academic paper,3.2,0.5,8.1,2.1,urban,1780,Dystric Gleysols,850,782
STUDY-59-S01,Sahoo_etal_2016_Ib,https://doi.org/10.1007/s10661-015-4993-8,India,Odisha,Jharsuguda,river,21.8,84.1,9/12/2015,0.018,0.002,0.011,0.007,0.014,0.16,0.03,1.4,0.25,FALSE,Extracted from academic paper,2.9,5.2,7.5,3.3,industrial,1500,Haplic Acrisols,600,230
STUDY-60-S01,Chakraborty_etal_2015_Gumti,https://doi.org/10.1007/s12665-014-3860-9,India,Tripura,Gomati,river,23.5,91.5,4/10/2014,0.004,0.0005,0.002,0.007,0.003,0.03,0.004,0.3,0.05,FALSE,Extracted from academic paper,19.2,1.5,28.7,9.1,cropland,2200,Gleyic Acrisols,650,21
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-28,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Telangana,Hyderabad,groundwater,17.385,78.4867,1/1/2018,0.011,0.001,0.005,0.003,0.007,0.12,0.015,0.8,0.14,FALSE,Extracted from CPCB 2018 GW Report,3.5,1.8,7.9,1.5,urban,870,Pellic Vertisols,10477,545
CPCB-GW-2018-29,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Uttarakhand,Dehradun,groundwater,30.3165,78.0322,1/1/2018,0.004,0.0005,0.002,0.002,0.003,0.04,0.005,0.3,0.05,FALSE,Extracted from CPCB 2018 GW Report,9.1,1.2,15.6,2.8,urban,2100,Eutric Cambisols,1285,640
CPCB-GW-2018-30,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Himachal Pradesh,Shimla,groundwater,31.1048,77.1734,1/1/2018,0.001,0.0005,0.001,0.001,0.001,0.01,0.002,0.1,0.01,FALSE,Extracted from CPCB 2018 GW Report,18.5,3.1,29.8,9.2,forest,1650,Eutric Cambisols,350,2276
IWRIS-R-7,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Gujarat,Bharuch,river,21.7,72.9,2/15/2021,0.025,0.003,0.02,0.006,0.022,0.28,0.07,2.1,0.4,FALSE,Extracted from India-WRIS portal; Narmada River estuary,2.1,0.9,6.5,1.8,industrial,950,Calcic Vertisols,850,15
IWRIS-G-4,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Rajasthan,Bikaner,groundwater,28.0229,73.3119,11/1/2020,0.003,0.0005,0.001,0.005,0.002,0.03,0.003,0.25,0.04,FALSE,Extracted from India-WRIS portal,15.2,5.1,22.8,6.1,shrubland,300,Calcaric Arenosols,160,237
STUDY-61-S01,Aravindan_etal_2011_Tamiraparani,https://doi.org/10.1007/s12665-010-0676-z,India,Tamil Nadu,Tirunelveli,river,8.7,77.7,6/20/2010,0.008,0.001,0.004,0.002,0.005,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,9.8,1.2,18.5,4.2,cropland,850,Chromic Luvisols,950,37
STUDY-62-S01,Singh_etal_2019_Ganga_Varanasi,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,river,25.3176,82.9739,2/10/2018,0.028,0.003,0.019,0.025,0.025,0.22,0.055,1.9,0.35,FALSE,Extracted from academic paper,3.8,0.2,8.1,0.5,urban,1100,Calcaric Fluvisols,2395,76
STUDY-63-S01,Sarkar_etal_2018_Brahmani_GW,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Dhenkanal,groundwater,20.66,85.6,5/15/2017,0.005,0.001,0.003,0.004,0.004,0.05,0.008,0.5,0.08,FALSE,Extracted from academic paper,6.2,2.8,11.5,4.1,cropland,1520,Haplic Acrisols,420,70
STUDY-64-S01,Nag_etal_2014_Surma,https://doi.org/10.1007/s13201-013-0158-7,India,Assam,Cachar,river,24.8,92.8,9/20/2013,0.003,0.0005,0.001,0.011,0.002,0.02,0.003,0.25,0.04,FALSE,Extracted from academic paper,18.1,0.9,29.3,8.5,cropland,3200,Gleyic Acrisols,550,22
STUDY-65-S01,Khandekar_etal_2021_Tapi,https://doi.org/10.1007/s11356-021-14066-2,India,Maharashtra,Bhusawal,river,21.04,75.78,1/10/2020,0.01,0.001,0.005,0.003,0.006,0.08,0.012,0.7,0.11,FALSE,Extracted from academic paper,4.5,3.1,9.2,2.8,cropland,750,Calcic Vertisols,480,205
STUDY-66-S01,Rawat_etal_2018_Kosi_Himalaya,https://doi.org/10.1007/s11356-018-2046-y,India,Uttarakhand,Almora,river,29.62,79.65,6/12/2017,0.001,0.0005,0.0005,0.001,0.001,0.006,0.002,0.06,0.005,FALSE,Extracted from academic paper,25.8,4.5,38.1,12.3,forest,1100,Eutric Cambisols,150,1650
STUDY-67-S01,Pandey_etal_2017_Ganga_Kanpur,https://doi.org/10.1007/s11356-016-7975-2,India,Uttar Pradesh,Kanpur,river,26.4499,80.3319,3/25/2016,0.075,0.008,0.08,0.01,0.07,0.9,0.4,8.1,2.1,FALSE,Extracted from academic paper; units converted,0.4,1.1,3.5,0.8,industrial,880,Calcaric Fluvisols,3550,125
STUDY-68-S01,Kumar_etal_2018_Musi,https://doi.org/10.1007/s11356-017-0922-9,India,Telangana,Nalgonda,river,17.1,79.1,9/10/2017,0.035,0.004,0.025,0.007,0.028,0.35,0.09,2.8,0.6,FALSE,Extracted from academic paper,5.1,2.8,11.2,3.5,cropland,750,Pellic Vertisols,520,245
STUDY-69-S01,Barbieri_etal_2019_Brahmaputra_GW,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Lakhimpur,groundwater,27.23,94.1,5/20/2018,0.002,0.0005,0.001,0.045,0.003,0.03,0.003,0.8,0.15,FALSE,Extracted from academic paper,22.1,1.5,35.8,11.2,cropland,2800,Gleyic Acrisols,320,95
STUDY-70-S01,Srinivas_etal_2015_Nagavali,https://doi.org/10.1007/s13201-014-0230-z,India,Andhra Pradesh,Srikakulam,river,18.3,83.9,12/10/2014,0.006,0.001,0.003,0.004,0.004,0.05,0.007,0.45,0.07,FALSE,Extracted from academic paper,11.5,1.8,20.1,6.3,cropland,1150,Haplic Acrisols,820,28
STUDY-71-S01,Venkateswaran_etal_2011_Cooum,https://doi.org/10.1007/s12665-011-0941-4,India,Tamil Nadu,Chennai,river,13.07,80.28,9/15/2010,0.025,0.003,0.02,0.005,0.02,0.2,0.06,1.8,0.35,FALSE,Extracted from academic paper,0.8,0.2,3.1,0.5,urban,1400,Gleyic Solonchaks,18500,5
STUDY-72-S01,Banerjee_etal_2020_Teesta,https://doi.org/10.1016/j.envpol.2019.113645,India,West Bengal,Jalpaiguri,river,26.5,88.7,3/25/2019,0.003,0.0005,0.001,0.006,0.002,0.02,0.003,0.2,0.03,FALSE,Extracted from academic paper,21.8,1.9,38.2,12.5,cropland,3200,Dystric Fluvisols,650,85
STUDY-73-S01,Singh_etal_2020_Kali_East,https://doi.org/10.1016/j.scitotenv.2020.138784,India,Uttar Pradesh,Meerut,river,28.98,77.7,11/5/2019,0.06,0.006,0.07,0.011,0.065,0.75,0.3,7.1,1.8,FALSE,Extracted from academic paper,1.1,2.5,5.8,1.9,industrial,850,Calcaric Fluvisols,1350,224
STUDY-74-S01,Jena_etal_2017_Mahanadi_Estuary,https://doi.org/10.1007/s12517-016-2487-7,India,Odisha,Kendrapara,river,20.4,86.7,8/20/2016,0.009,0.001,0.005,0.006,0.007,0.08,0.015,0.7,0.12,FALSE,Extracted from academic paper,15.2,0.5,25.1,8.1,wetland,1550,Gleyic Fluvisols,980,3
STUDY-75-S01,Jha_etal_2015_Burhi_Gandak,https://doi.org/10.1007/s11356-014-3478-0,India,Bihar,Muzaffarpur,river,26.12,85.36,5/18/2014,0.01,0.001,0.006,0.015,0.008,0.09,0.012,0.8,0.15,FALSE,Extracted from academic paper,8.5,1.1,14.8,3.2,cropland,1250,Calcaric Fluvisols,1250,55
STUDY-76-S01,Gogoi_etal_2021_Kopili,https://doi.org/10.1007/s11356-021-14167-y,India,Assam,Hojai,river,26,92.5,2/20/2020,0.015,0.002,0.01,0.009,0.012,0.12,0.025,1.1,0.2,FALSE,Extracted from academic paper,5.1,6.2,9.8,4.1,industrial,1700,Gleyic Acrisols,480,72
STUDY-77-S01,Gupta_etal_2020_Chenab_GW,https://doi.org/10.1007/s12517-020-05364-1,India,Jammu and Kashmir,Akhnoor,groundwater,32.89,74.73,10/10/2019,0.002,0.0005,0.001,0.001,0.001,0.01,0.002,0.1,0.01,FALSE,Extracted from academic paper,22.1,2.8,35.6,9.5,cropland,1100,Haplic Luvisols,620,301
STUDY-78-S01,Chatterjee_etal_2010_Mayurakshi,https://doi.org/10.1007/s12665-009-0268-4,India,Jharkhand,Dumka,river,24.48,87.25,8/15/2009,0.005,0.001,0.003,0.004,0.004,0.04,0.006,0.35,0.06,FALSE,Extracted from academic paper,18.5,3.2,29.1,10.1,cropland,1350,Haplic Acrisols,380,157
STUDY-79-S01,Suresh_etal_2012_Bhavani,https://doi.org/10.1007/s12665-011-1317-5,India,Tamil Nadu,Erode,river,11.45,77.68,11/20/2011,0.018,0.002,0.011,0.005,0.015,0.16,0.035,1.3,0.25,FALSE,Extracted from academic paper,2.8,2.2,7.5,2.1,cropland,750,Chromic Vertisols,1100,177
STUDY-80-S01,Thakur_etal_2018_Parbati,https://doi.org/10.1007/s11356-018-2046-y,India,Himachal Pradesh,Kullu,river,31.98,77.25,5/30/2017,0.0005,0.0005,0.0005,0.0005,0.0005,0.004,0.001,0.03,0.002,FALSE,Extracted from academic paper,48.1,9.5,75.2,22.8,forest,1550,Eutric Cambisols,60,2150
STUDY-81-S01,Singh_etal_2021_Indrayani,https://doi.org/10.1007/s11356-021-14066-2,India,Maharashtra,Pune,river,18.65,73.75,12/10/2020,0.021,0.002,0.018,0.006,0.02,0.22,0.06,1.7,0.33,FALSE,Extracted from academic paper,3.9,2.1,8.8,1.9,urban,700,Chromic Vertisols,1250,560
STUDY-82-S01,Kumar_etal_2016_Falgu_GW,https://doi.org/10.1007/s10661-015-4672-0,India,Bihar,Gaya,groundwater,24.79,85,4/20/2015,0.002,0.0005,0.001,0.012,0.002,0.02,0.003,0.2,0.04,FALSE,Extracted from academic paper,9.2,1.5,15.1,4.5,cropland,1150,Calcaric Fluvisols,1150,114
STUDY-83-S01,Deka_etal_2021_Bharalu,https://doi.org/10.1007/s13201-021-01456-y,India,Assam,Kamrup Metropolitan,river,26.18,91.75,10/15/2020,0.045,0.004,0.035,0.01,0.04,0.4,0.1,3.5,0.75,FALSE,Extracted from academic paper,0.5,0.2,2.1,0.4,urban,1700,Gleyic Acrisols,3500,50
STUDY-84-S01,Sridhar_etal_2013_Kolleru_Lake,https://doi.org/10.1007/s10661-012-2821-1,India,Andhra Pradesh,West Godavari,lake,16.63,81.2,8/10/2012,0.009,0.001,0.005,0.004,0.006,0.08,0.015,0.7,0.11,FALSE,Extracted from academic paper,12.1,0.8,20.5,6.2,wetland,1150,Pellic Vertisols,750,3
STUDY-85-S01,Pandey_etal_2016_Ken,https://doi.org/10.1007/s11356-016-7975-2,India,Madhya Pradesh,Panna,river,24.75,80.25,11/20/2015,0.004,0.0005,0.002,0.003,0.003,0.03,0.005,0.25,0.04,FALSE,Extracted from academic paper,18.9,4.1,28.7,9.8,forest,1100,Chromic Luvisols,180,240
STUDY-86-S01,Sharma_etal_2018_Yamuna_Agra,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Agra,river,27.18,78,12/5/2017,0.038,0.004,0.03,0.008,0.035,0.38,0.1,3.1,0.65,FALSE,Extracted from academic paper,2.1,1.5,6.9,1.1,urban,700,Calcaric Fluvisols,1980,168
STUDY-87-S01,Das_etal_2015_Bhitarkanika_GW,https://doi.org/10.1007/s12517-014-1627-7,India,Odisha,Kendrapara,groundwater,20.6,86.9,6/15/2014,0.002,0.0005,0.001,0.003,0.002,0.02,0.002,0.15,0.02,FALSE,Extracted from academic paper,20.5,0.3,30.1,10.5,wetland,1580,Gleyic Fluvisols,850,2
STUDY-88-S01,Chauhan_etal_2019_Mandakini,https://doi.org/10.1007/s11356-019-07153-x,India,Uttarakhand,Rudraprayag,river,30.5,79.1,10/20/2018,0.0005,0.0005,0.0005,0.0005,0.0005,0.003,0.001,0.02,0.001,FALSE,Extracted from academic paper,45.1,10.1,68.9,22.1,forest,1450,Eutric Cambisols,80,890
STUDY-89-S01,Kar_etal_2020_Sundarbans_Estuary,https://doi.org/10.1016/j.marpolbul.2020.111453,India,West Bengal,South 24 Parganas,river,21.8,88.9,12/1/2019,0.015,0.002,0.01,0.008,0.012,0.11,0.025,1,0.18,FALSE,Extracted from academic paper,14.8,0.1,22.5,8.9,wetland,1800,Gleyic Fluvisols,950,2
STUDY-90-S01,Mukherjee_etal_2018_Korba_Coalfield_GW,https://doi.org/10.1007/s12517-017-3171-8,India,Chhattisgarh,Korba,groundwater,22.35,82.68,8/10/2017,0.025,0.003,0.018,0.01,0.022,0.2,0.05,1.8,0.35,FALSE,Extracted from academic paper,1.5,3.5,6.8,2.1,industrial,1380,Haplic Acrisols,850,290
CPCB-GW-2018-31,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Arunachal Pradesh,Papum Pare,groundwater,27.08,93.62,1/1/2018,0.001,0.0005,0.0005,0.002,0.001,0.01,0.001,0.1,0.01,FALSE,Extracted from CPCB 2018 GW Report,19.8,2.1,33.4,11.8,forest,2750,Dystric Cambisols,120,175
CPCB-GW-2018-32,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Sikkim,South Sikkim,groundwater,27.16,88.35,1/1/2018,0.0005,0.0005,0.0005,0.0005,0.0005,0.005,0.001,0.05,0.005,FALSE,Extracted from CPCB 2018 GW Report,28.2,4.8,48.1,18.2,forest,2900,Dystric Regosols,180,1450
IWRIS-R-8,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Manipur,Bishnupur,river,24.65,93.76,6/10/2021,0.002,0.0005,0.001,0.003,0.002,0.02,0.002,0.2,0.03,FALSE,Extracted from India-WRIS portal,14.1,1.2,25.8,8.1,cropland,1800,Dystric Gleysols,710,770
IWRIS-G-5,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Goa,South Goa,groundwater,15.28,73.98,2/28/2020,0.002,0.0005,0.001,0.001,0.001,0.02,0.002,0.12,0.01,FALSE,Extracted from India-WRIS portal,11.5,1.5,22.1,6.3,forest,3250,Ferric Acrisols,380,15
STUDY-91-S01,Singh_etal_2022_Nethravathi,https://doi.org/10.1007/s11356-021-17740-5,India,Karnataka,Dakshina Kannada,river,12.85,74.85,1/20/2021,0.004,0.0005,0.002,0.001,0.003,0.04,0.006,0.3,0.04,FALSE,Extracted from academic paper,8.2,0.8,15.9,5.1,cropland,3900,Plinthic Acrisols,1150,18
STUDY-92-S01,Abbas_etal_2010_Dal_Lake_GW,https://doi.org/10.1007/s12665-009-0268-4,India,Jammu and Kashmir,Srinagar,groundwater,34.1,74.84,9/15/2009,0.008,0.001,0.005,0.004,0.006,0.07,0.015,0.5,0.08,FALSE,Extracted from academic paper,5.5,1.8,9.5,0.8,urban,700,Calcaric Fluvisols,1350,1586
STUDY-93-S01,Kumar_etal_2017_Ganga_Allahabad,https://doi.org/10.1007/s11356-016-7975-2,India,Uttar Pradesh,Prayagraj,river,25.43,81.84,5/10/2016,0.022,0.002,0.015,0.018,0.02,0.18,0.045,1.6,0.28,FALSE,Extracted from academic paper,4.1,0.4,8.9,1.2,urban,1020,Calcaric Fluvisols,1850,95
STUDY-94-S01,Sahoo_etal_2019_Rushikulya,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Ganjam,river,19.38,85.05,11/20/2018,0.005,0.001,0.003,0.003,0.004,0.05,0.007,0.4,0.06,FALSE,Extracted from academic paper,10.2,0.9,18.1,5.8,cropland,1300,Haplic Acrisols,880,20
STUDY-95-S01,Ansari_etal_2020_Rind,https://doi.org/10.1007/s11356-020-10903-8,India,Uttar Pradesh,Fatehpur,river,25.92,80.8,12/12/2019,0.011,0.001,0.007,0.009,0.008,0.09,0.018,0.8,0.13,FALSE,Extracted from academic paper,9.8,2.5,16.9,4.1,cropland,900,Calcaric Regosols,720,110
STUDY-96-S01,Chakraborty_etal_2021_Churni,https://doi.org/10.1007/s11356-021-14167-y,India,West Bengal,Nadia,river,23.1,88.7,3/1/2020,0.01,0.001,0.006,0.025,0.007,0.08,0.015,0.7,0.14,FALSE,Extracted from academic paper,13.5,0.6,21.8,6.9,cropland,1500,Calcaric Fluvisols,1300,13
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-33,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Kerala,Thiruvananthapuram,groundwater,8.5241,76.9366,1/1/2018,0.003,0.0005,0.001,0.001,0.002,0.03,0.004,0.25,0.03,FALSE,Extracted from CPCB 2018 GW Report,8.5,1.1,14.2,3.5,urban,1850,Haplic Acrisols,2150,10
CPCB-GW-2018-34,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Chandigarh,Chandigarh,groundwater,30.7333,76.7794,1/1/2018,0.008,0.001,0.004,0.003,0.005,0.08,0.01,0.6,0.09,FALSE,Extracted from CPCB 2018 GW Report,4.1,1.5,8.8,1.2,urban,1100,Haplic Luvisols,9252,321
CPCB-GW-2018-35,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Assam,Guwahati,groundwater,26.1445,91.7362,1/1/2018,0.005,0.001,0.002,0.018,0.004,0.05,0.006,0.5,0.08,FALSE,Extracted from CPCB 2018 GW Report,2.8,0.8,6.5,1.1,urban,1720,Gleyic Acrisols,3450,54
IWRIS-R-9,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Karnataka,Vijayapura,river,16.83,75.71,5/22/2020,0.004,0.0005,0.002,0.002,0.003,0.04,0.005,0.3,0.04,FALSE,Extracted from India-WRIS portal; Krishna River,18.2,4.5,28.9,8.1,cropland,600,Chromic Vertisols,350,593
IWRIS-G-6,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Punjab,Jalandhar,groundwater,31.326,75.5762,4/10/2021,0.01,0.001,0.005,0.008,0.007,0.1,0.015,0.9,0.15,FALSE,Extracted from India-WRIS portal,3.1,2.1,7.8,2.5,cropland,700,Calcaric Fluvisols,1100,239
STUDY-97-S01,Kumar_etal_2019_Mahananda,https://doi.org/10.1007/s11356-018-3944-x,India,Bihar,Kishanganj,river,26.1,87.9,4/20/2018,0.004,0.0005,0.002,0.021,0.003,0.03,0.004,0.35,0.05,FALSE,Extracted from academic paper,22.5,1.2,35.1,10.2,cropland,2400,Dystric Fluvisols,950,53
